"kingdom","kingdomKey","phylum","phylumKey","class","classKey","order","orderKey","family","familyKey","genus","genusKey","species","speciesKey"
"Animalia",1,"Cnidaria",43,"Anthozoa",206,"Pennatulacea",710,"Virgulariidae",7308,"Emmonsaspis",4575491,"",NULL
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Tortricidae",5343,"Pandemis",1743811,"Pandemis lamprosana",1743838
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Carabidae",3792,"Harpalus",1035821,"Harpalus vagans",7461503
"Animalia",1,"Chordata",44,"Actinopterygii",204,"Clupeiformes",538,"Clupeidae",7332,"Dorosoma",2413540,"Dorosoma cepedianum",2413541
"Animalia",1,"Chordata",44,"Aves",212,"Anseriformes",1108,"Anatidae",2986,"Dendrocygna",2498392,"Dendrocygna autumnalis",2498393
"Animalia",1,"Arthropoda",54,"Insecta",216,"Orthoptera",1458,"Tetrigidae",3040,"Tetrix",1681026,"Tetrix arenosa",5095380
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hemiptera",809,"Cicadellidae",9647,"Fitchana",2045368,"Fitchana vitellinus",2045371
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Buprestidae",3789,"Brachys",3260850,"Brachys aerosus",6004203
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Carabidae",3792,"Elaphrus",1035537,"Elaphrus fuliginosus",1035539
"Animalia",1,"Arthropoda",54,"Insecta",216,"Orthoptera",1458,"Acrididae",9394,"Melanoplus",1698834,"Melanoplus keeleri",1698848
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Cerambycidae",5602,"Aegomorphus",1126015,"Aegomorphus modestus",5003401
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hemiptera",809,"Nepidae",7892,"Ranatra",2007594,"Ranatra fusca",5152469
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Erebidae",4532185,"Idia",7535296,"Idia denticulalis",9460510
"Animalia",1,"Mollusca",52,"Gastropoda",225,"Stylommatophora",1456,"Euconulidae",4304743,"Euconulus",4304719,"Euconulus fulvus",4304721
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Geometridae",6950,"Selenia",1962165,"Selenia kentaria",5144227
"Animalia",1,"Mollusca",52,"Gastropoda",225,"Stylommatophora",1456,"Limacidae",6537,"Limax",2295435,"Limax maximus",2295438
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Noctuidae",7015,"Acronicta",1782659,"Acronicta americana",1783008
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Attelabidae",4208,"Himatolabus",1173499,"Himatolabus pubescens",1173509
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hemiptera",809,"Coreidae",9649,"Anasa",2050083,"Anasa tristis",2050085
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Noctuidae",7015,"Lacinipolia",1799868,"Lacinipolia renigera",1799870
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Gracillariidae",5487,"Phyllonorycter",1749732,"Phyllonorycter lucidicostella",1750040
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Noctuidae",7015,"Oligia",1766366,"Oligia crytora",1766409
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hemiptera",809,"Pentatomidae",9650,"Banasa",2078921,"Banasa calva",2078922
"Animalia",1,"Mollusca",52,"Gastropoda",225,"Stylommatophora",1456,"Vitrinidae",6529,"Vitrina",2294288,"Vitrina angelicae",2294289
"Animalia",1,"Arthropoda",54,"Diplopoda",361,"Spirobolida",1466,"Spirobolidae",8259,"Narceus",1027540,"Narceus americanus",1027554
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Carabidae",3792,"Bembidion",1035920,"Bembidion rapidum",1036132
"Animalia",1,"Arthropoda",54,"Trilobita",9273948,"Ptychopariida",9583276,"Kingstoniidae",3266949,"Ucebia",4634237,"",NULL
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Carabidae",3792,"Schizogenius",1036749,"Schizogenius lineolatus",1036762
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hemiptera",809,"Reduviidae",4324,"Phymata",2008718,"Phymata americana",2008721
"Animalia",1,"Arthropoda",54,"",NULL,"Araneae",1496,"Gnaphosidae",7370,"Herpyllus",2132809,"Herpyllus ecclesiasticus",2132839
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hymenoptera",1457,"Halictidae",7908,"Augochlorella",1352571,"",NULL
"Animalia",1,"Mollusca",52,"Gastropoda",225,"",NULL,"Maclureadae",9444902,"Teiichispira",4605554,"Maclurea affinis",9367327
"Animalia",1,"Chordata",44,"Aves",212,"Charadriiformes",7192402,"Scolopacidae",5282,"Scolopax",2481693,"Scolopax minor",2481695
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Carabidae",3792,"Agonum",4988386,"Agonum gratiosum",4988438
"Animalia",1,"Arthropoda",54,"Insecta",216,"Odonata",789,"Coenagrionidae",8577,"Ischnura",1423281,"Ischnura posita",1423333
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Psilidae",6183,"Loxocera",1673949,"Loxocera cylindrica",1673993
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Tortricidae",5343,"Ancylis",7236046,"Ancylis burgessiana",5103201
"Animalia",1,"Chordata",44,"Aves",212,"Accipitriformes",7191147,"Accipitridae",2877,"Buteo",2480517,"Buteo swainsoni",2480562
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Pyralidae",5336,"Hypsopygia",1871384,"Hypsopygia costalis",1871407
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Geometridae",6950,"Euchlaena",1977351,"Euchlaena obtusaria",5147912
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Dryomyzidae",5548,"Dryope",8687612,"Dryope decrepita",5076630
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Cerambycidae",5602,"Lepturopsis",1143459,"Lepturopsis biforis",5005226
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Nymphalidae",7017,"Coenonympha",1911078,"Coenonympha inornata",1911378
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Curculionidae",4239,"Euwallacea",1227903,"Euwallacea validus",1227955
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Carabidae",3792,"Agonum",4988386,"Agonum trigeminum",4988427
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Chrysomelidae",7780,"Calligrapha",3261132,"Calligrapha philadelphica",4990890
"Animalia",1,"Mollusca",52,"Gastropoda",225,"Littorinimorpha",7390893,"Hydrobiidae",2671,"Muellerpalia",8414878,"Muellerpalia haszprunari",7580093
"Animalia",1,"Arthropoda",54,"Insecta",216,"Trichoptera",1003,"Psychomyiidae",4401,"Lype",1438856,"Lype diversa",1438857
"Animalia",1,"Arthropoda",54,"",NULL,"Araneae",1496,"Salticidae",5644,"Salticus",2172506,"Salticus scenicus",2172595
"Animalia",1,"Chordata",44,"Aves",212,"Passeriformes",729,"Icteridae",6176,"Euphagus",2484182,"Euphagus cyanocephalus",2484183
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Arctiidae",4548,"Halysidota",1814314,"Halysidota tessellaris",1814338
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Tortricidae",5343,"Olethreutes",1742061,"Olethreutes exoletum",1742091
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Crambidae",8841,"Glaphyria",1883586,"Glaphyria sesquistrialis",5127116
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Syrphidae",6920,"Eurimyia",1533980,"Eurimyia stipata",10898611
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Epermeniidae",6954,"Epermenia",1869438,"Epermenia albapunctella",1869496
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Aphodiidae",2933,"Dialytes",1070170,"Dialytes truncatus",4994107
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Tachinidae",6918,"Euthelyconychia",1476471,"Euthelyconychia vexans",4294941
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hymenoptera",1457,"Vespidae",4490,"",NULL,"",NULL
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Tephritidae",3520,"Rhagoletis",1622544,"Rhagoletis striatella",1622617
"Animalia",1,"Chordata",44,"Actinopterygii",204,"Cypriniformes",1153,"Cyprinidae",7336,"Exoglossum",2361983,"Exoglossum maxillingua",2361987
"Animalia",1,"Arthropoda",54,"Insecta",216,"Orthoptera",1458,"Tetrigidae",3040,"Tetrix",1681026,"",NULL
"Animalia",1,"Arthropoda",54,"Trilobita",9273948,"Harpetida",9804531,"Harpetidae",3266941,"Hibbertia",3266900,"Hibbertia valcourensis",8523897
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Gelechiidae",3553,"Helcystogramma",1850525,"Helcystogramma hystricella",1850597
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Geometridae",6950,"Heterophleps",1975577,"Heterophleps triguttaria",1975607
"Animalia",1,"Mollusca",52,"Gastropoda",225,"",NULL,"Pleuroceridae",2665,"Goniobasis",2301954,"",NULL
"Animalia",1,"Mollusca",52,"Gastropoda",225,"Stylommatophora",1456,"Polygyridae",2624,"Triodopsis",2295683,"Triodopsis albolabris",2295712
"Animalia",1,"Chordata",44,"Aves",212,"Piciformes",724,"Picidae",9333,"Picoides",2477732,"Picoides pubescens",2477781
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Tortricidae",5343,"Evora",1743652,"Evora hemidesma",1743653
"Animalia",1,"Chordata",44,"Actinopterygii",204,"Acipenseriformes",1103,"Acipenseridae",2947,"Acipenser",2340025,"Acipenser megalaspis",9202973
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Carabidae",3792,"Cicindela",1034699,"Cicindela tranquebarica",1034755
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Mycetophilidae",5565,"",NULL,"",NULL
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Hydrophilidae",7830,"Tropisternus",1034198,"",NULL
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Curculionidae",4239,"Crypturgus",1231262,"Crypturgus borealis",1231280
"Animalia",1,"Arthropoda",54,"Branchiopoda",281,"Diplostraca",545,"Daphniidae",7513,"Daphnia",2234785,"Daphnia parvula",2234831
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Crambidae",8841,"",NULL,"",NULL
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Pediciidae",3315,"Pedicia",1510522,"Pedicia albivitta",1510541
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Noctuidae",7015,"Orthosia",1798902,"Orthosia rubescens",5114083
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hymenoptera",1457,"Halictidae",7908,"Agapostemon",5042846,"Agapostemon sericeus",5042857
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Curculionidae",4239,"Hylobius",1237612,"Hylobius pinicola",5021513
"Animalia",1,"Arthropoda",54,"Insecta",216,"Ephemeroptera",1225,"Heptageniidae",7873,"Leucrocuta",1408440,"Leucrocuta hebe",1408448
"Animalia",1,"Chordata",44,"Aves",212,"Passeriformes",729,"Turdidae",5290,"Catharus",2490799,"Catharus minimus",2490826
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hemiptera",809,"Coreidae",9649,"Anasa",2050083,"Anasa armigera",2050084
"Animalia",1,"Chordata",44,"Aves",212,"Passeriformes",729,"Parulidae",5263,"Setophaga",2489984,"Setophaga cerulea",6093350
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Leiodidae",4738,"Prionochaeta",4760030,"Prionochaeta opaca",7974199
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Gelechiidae",3553,"Filatima",1848475,"Filatima pseudacaciella",1848516
"Animalia",1,"Chordata",44,"Aves",212,"Passeriformes",729,"Fringillidae",5242,"Loxia",2494150,"Loxia curvirostra",9629160
"Animalia",1,"Arthropoda",54,"Trilobita",9273948,"Redlichiida",9590575,"Olenellidae",4636103,"",NULL,"",NULL
"Animalia",1,"Chordata",44,"Actinopterygii",204,"Perciformes",587,"Moronidae",8545,"Morone",2382010,"Morone americana",2394604
"Animalia",1,"Mollusca",52,"Cephalopoda",136,"",NULL,"Hebetoceratidae",4621824,"Montyoceras",4621826,"Montyoceras titaniforme",8441204
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Staphylinidae",7854,"Platydracus",4407267,"Platydracus mysticus",7503460
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Pyralidae",5336,"Moodna",1871413,"Moodna ostrinella",1871414
"Animalia",1,"Arthropoda",54,"Insecta",216,"Odonata",789,"Aeshnidae",4209,"Basiaeschna",1425285,"Basiaeschna janata",1425286
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hymenoptera",1457,"Halictidae",7908,"Lasioglossum",1353501,"Lasioglossum planatum",9604696
"Animalia",1,"Nematoda",5967481,"Secernentea",250,"Strongylida",439,"Molineidae",2711,"Nematodirus",2283495,"Nematodirus spathiger",2283496
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Limacodidae",5474,"Packardia",1753921,"Packardia geminata",1753929
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Carabidae",3792,"Platynus",4988796,"Platynus cincticollis",4988845
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hymenoptera",1457,"Sphecidae",4352,"Sphex",1311747,"Sphex pensylvanicus",1347505
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Agromyzidae",3329,"Phytoliriomyza",1553975,"Phytoliriomyza melampyga",1554086
"Animalia",1,"Rotifera",91,"Eurotatoria",307,"Flosculariaceae",1005,"Trochosphaeridae",7517,"Filinia",1000456,"",NULL
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Carabidae",3792,"Harpalus",1035821,"Harpalus providens",7510713
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Notodontidae",7016,"Schizura",1825551,"Schizura ipomaeae",5118944
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hemiptera",809,"Pentatomidae",9650,"Brochymena",2079086,"Brochymena quadripustulata",2079112
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Papilionidae",9417,"Papilio",10175914,"Papilio glaucus",1938016
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Carabidae",3792,"Bembidion",1035920,"Bembidion inaequale",7499059
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hymenoptera",1457,"Ichneumonidae",3512,"Megarhyssa",1280969,"Megarhyssa macrura",1281014
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Erebidae",4532185,"Hypena",1798514,"Hypena abalienalis",9243875
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Nymphalidae",7017,"Aglais",1894779,"Aglais milberti",1894896
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hymenoptera",1457,"Crabronidae",7906,"Ectemnius",4298242,"Ectemnius stirpicola",7681016
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Curculionidae",4239,"Trypodendron",1244631,"Trypodendron retusum",1244667
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Meloidae",4742,"Meloe",1046316,"Meloe angusticollis",1046337
"Animalia",1,"Arthropoda",54,"Insecta",216,"Odonata",789,"Corduliidae",7009,"Somatochlora",1429956,"Somatochlora minor",1429971
"Animalia",1,"Arthropoda",54,"Insecta",216,"Plecoptera",787,"Leuctridae",2998,"Paraleuctra",2001674,"Paraleuctra sara",2001679
"Animalia",1,"Arthropoda",54,"",NULL,"Araneae",1496,"Amaurobiidae",7354,"Amaurobius",2141566,"Amaurobius ferox",2141593
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Tortricidae",5343,"Clepsis",1737335,"Clepsis listerana",1737430
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hymenoptera",1457,"Megachilidae",7911,"Osmia",1337664,"Osmia tersula",5039076
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Crambidae",8841,"Catoptria",3257220,"Catoptria latiradiellus",1884337
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hymenoptera",1457,"Apidae",4334,"Anthophora",1337506,"Anthophora bomboides",5040146
"Animalia",1,"Mollusca",52,"Bivalvia",137,"Sphaeriida",10495862,"Sphaeriidae",3247675,"Sphaerium",2286706,"Sphaerium corneum",2286709
"Animalia",1,"Mollusca",52,"",NULL,"",NULL,"",NULL,"Insolitotheca",4575530,"Hyolithes communis",9557291
"Animalia",1,"Arthropoda",54,"Insecta",216,"Ephemeroptera",1225,"Ephemerellidae",7870,"Eurylophella",1408281,"Eurylophella lutulenta",1408298
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Arctiidae",4548,"Estigmene",9044770,"Estigmene acrea",1813415
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Carabidae",3792,"Chlaenius",4988973,"Chlaenius impunctifrons",4988974
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Agromyzidae",3329,"Phytomyza",1551312,"Phytomyza aquilegiana",1551516
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Lymantriidae",5472,"Dasychira",1820708,"Dasychira vagans",1820722
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Syrphidae",6920,"Sericomyia",1538780,"Sericomyia lata",1538807
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Tabanidae",6919,"Chrysops",1497045,"Chrysops indus",1497154
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Saturniidae",8864,"Hyalophora",1865838,"Hyalophora columbia",1865856
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Noctuidae",7015,"Bellura",1793452,"Bellura obliqua",4301055
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hymenoptera",1457,"Halictidae",7908,"Lasioglossum",1353501,"Lasioglossum cressonii",1354900
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hymenoptera",1457,"Crabronidae",7906,"Cerceris",1312205,"",NULL
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Geometridae",6950,"Xanthorhoe",1986081,"Xanthorhoe lacustrata",1986091
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Chrysomelidae",7780,"Strabala",1047754,"Strabala rufa",1047755
"Animalia",1,"Mollusca",52,"Gastropoda",225,"Stylommatophora",1456,"Pyramidulidae",3244078,"Pyramidula",3244079,"Pyramidula alternata",8845597
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Fanniidae",9487,"Fannia",1525917,"Fannia coracina",5094619
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Bombyliidae",7285,"Thevenetimyia",1666119,"Thevenetimyia harrisi",1666167
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Tortricidae",5343,"Acleris",1739724,"Acleris nigrolinea",1740400
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Noctuidae",7015,"Caenurgina",1789189,"Caenurgina crassiuscula",1789191
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Geometridae",6950,"Cabera",1955900,"Cabera erythemaria",5143657
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Carabidae",3792,"Harpalus",1035821,"Harpalus pensylvanicus",4988607
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Tachinidae",6918,"Hystricia",1466041,"Hystricia abrupta",1466060
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Tortricidae",5343,"Phtheochroa",1746012,"Phtheochroa riscana",1746068
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Rutelidae",4425773,"Exomala",8271222,"Exomala orientalis",5875148
"Animalia",1,"Mollusca",52,"Gastropoda",225,"Stylommatophora",1456,"Gastrocoptidae",6125218,"Gastrocopta",2294014,"Gastrocopta pentodon",2294019
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Tortricidae",5343,"Epinotia",1745549,"Epinotia medioviridana",1745669
"Animalia",1,"Arthropoda",54,"Insecta",216,"Odonata",789,"Libellulidae",5936,"Sympetrum",1428195,"Sympetrum semicinctum",1428305
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Tortricidae",5343,"Epinotia",1745549,"Epinotia solicitana",1745675
"Animalia",1,"Arthropoda",54,"",NULL,"Araneae",1496,"Salticidae",5644,"Eris",2178079,"Eris militaris",5173576
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Carabidae",3792,"Notiobia",8045257,"Notiobia nitidipennis",1037115
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Nymphalidae",7017,"Danaus",5133087,"Danaus plexippus",5133088
"Animalia",1,"Chordata",44,"Reptilia",358,"Testudines",793,"Kinosternidae",5466,"Sternotherus",2442302,"Sternotherus odoratus",5220393
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Agromyzidae",3329,"Liriomyza",1553283,"Liriomyza brassicae",1553327
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Carabidae",3792,"Platynus",4988796,"Platynus mannerheimii",5755002
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Erebidae",4532185,"Idia",7535296,"Idia scobialis",9379595
"Animalia",1,"Brachiopoda",110,"",NULL,"",NULL,"Strophomenidae",3252418,"Strophomena",10720005,"Leptaena filitexta",9275318
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Tineidae",9412,"Isocorypha",1856367,"Isocorypha mediostriatella",1856368
"Animalia",1,"Annelida",42,"Clitellata",255,"Rhynchobdellida",1078,"Piscicolidae",3576,"Piscicolaria",2307849,"Piscicolaria reducta",2307850
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Noctuidae",7015,"Lemmeria",1776166,"Lemmeria digitalis",1776167
"Animalia",1,"Arthropoda",54,"",NULL,"Araneae",1496,"Lycosidae",3417,"Piratula",4664934,"Piratula minuta",7545093
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Coccinellidae",7782,"Myzia",4989911,"Myzia pullata",4989912
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Noctuidae",7015,"Elaphria",1780300,"Elaphria alapallida",8802610
"Animalia",1,"Chordata",44,"Aves",212,"Anseriformes",1108,"Anatidae",2986,"Anas",2498056,"",NULL
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Melolonthidae",5593,"Macrodactylus",10859249,"Macrodactylus subspinosus",1050783
"Animalia",1,"Cnidaria",43,"Staurozoa",309,"Stauromedusae",1244,"Conulariidae",3250763,"Conularia",3250764,"",NULL
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Noctuidae",7015,"Acronicta",1782659,"Acronicta superans",1782709
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Geometridae",6950,"Hydrelia",8249110,"Hydrelia albifera",5146389
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Noctuidae",7015,"Lithophane",1759552,"Lithophane innominata",1759632
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Lycaenidae",5473,"Parrhasius",1931110,"Parrhasius m-album",1931116
"Animalia",1,"Arthropoda",54,"Insecta",216,"Orthoptera",1458,"Acrididae",9394,"Melanoplus",1698834,"Melanoplus mancus",1698917
"Animalia",1,"Arthropoda",54,"Insecta",216,"Odonata",789,"Libellulidae",5936,"Pantala",1427854,"Pantala flavescens",1427855
"Animalia",1,"Mollusca",52,"Cephalopoda",136,"",NULL,"Trocholitidae",3245670,"Trocholites",5429531,"Trocholites gracilis",8648891
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Chrysomelidae",7780,"Chrysolina",1047378,"Chrysolina fastuosa",4459883
"Animalia",1,"Arthropoda",54,"Insecta",216,"Coleoptera",1470,"Nitidulidae",7840,"Phenolia",4452683,"Phenolia grossa",7524223
"Animalia",1,"Bryozoa",53,"Stenolaemata",226,"Trepostomatida",826,"Stenoporidae",3267807,"Stenopora",3267809,"",NULL
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Geometridae",6950,"Venusia",1977104,"",NULL
"Animalia",1,"Arthropoda",54,"",NULL,"Araneae",1496,"Linyphiidae",3415,"Drapetisca",2138380,"Drapetisca alteranda",2138381
"Animalia",1,"Chordata",44,"Mammalia",359,"Rodentia",1459,"Dipodidae",9435,"Napaeozapus",2439460,"Napaeozapus insignis",2439461
"Animalia",1,"Chordata",44,"Actinopterygii",204,"Cypriniformes",1153,"Catostomidae",3384,"Moxostoma",2358961,"Moxostoma macrolepidotum",2359006
"Animalia",1,"Chordata",44,"Aves",212,"Passeriformes",729,"Icteridae",6176,"Quiscalus",2484132,"Quiscalus quiscula",2484155
"Animalia",1,"Chordata",44,"Aves",212,"Passeriformes",729,"Vireonidae",9358,"Vireo",2487406,"Vireo gilvus",2487446
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Hesperiidae",6953,"Euphyes",1942944,"Euphyes vestris",1942947
"Animalia",1,"Arthropoda",54,"Insecta",216,"Diptera",811,"Tachinidae",6918,"Patelloa",1478977,"Patelloa pachypyga",1478997
"Animalia",1,"Mollusca",52,"Bivalvia",137,"Unionida",9301143,"Unionidae",3461,"Anodontoides",2288053,"Anodontoides ferussacianus",2288055
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Noctuidae",7015,"Autographa",1792405,"Autographa californica",1792430
"Animalia",1,"Chordata",44,"Mammalia",359,"Lagomorpha",785,"Leporidae",9379,"Lepus",2436691,"Lepus americanus",2436794
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hemiptera",809,"Aphrophoridae",3764,"Philaenus",2015986,"Philaenus spumarius",2016038
"Animalia",1,"Arthropoda",54,"Insecta",216,"Ephemeroptera",1225,"Heptageniidae",7873,"Rhithrogena",1408385,"",NULL
"Animalia",1,"Arthropoda",54,"Trilobita",9273948,"Corynexochida",9556384,"Illaenidae",3266655,"Platillaenus",4636964,"Platillaenus erastusi",8492460
"Animalia",1,"Arthropoda",54,"Insecta",216,"Lepidoptera",797,"Notodontidae",7016,"Symmerista",1826217,"Symmerista leucitys",1826220
"Animalia",1,"Arthropoda",54,"Insecta",216,"Hymenoptera",1457,"Andrenidae",7901,"Pseudopanurgus",1355656,"Pseudopanurgus aestivalis",1355705
